Municipio,Sector,Estrato,Servicio,Cargo Fijo,Cargo por Consumo Menor,Cargo por Consumo Mayor,Cargo por Consumo,Suspensión,Reinstalación,Reconexión,Corte,Año,Mes
Itaguí,Residencial,2,Alcantarillado,2372.20,1487.62,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Itaguí,Residencial,3,Acueducto,6040.73,2466.01,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Itaguí,Residencial,3,Alcantarillado,3467.06,2174.21,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Itaguí,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Itaguí,Residencial,4,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Itaguí,Residencial,5,Acueducto,9537.99,3893.70,3893.70,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Itaguí,Residencial,5,Alcantarillado,5474.31,3432.96,3432.96,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Itaguí,Residencial,6,Acueducto,10173.86,4153.28,4153.28,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Itaguí,Residencial,6,Alcantarillado,5839.26,3661.82,3661.82,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Comercial,Comercial,Acueducto,9855.92,0.00,0.00,4023.49,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Comercial,Comercial,Alcantarillado,5656.79,0.00,0.00,3547.39,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Industrial,Industrial,Acueducto,8902.12,0.00,0.00,3634.12,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Industrial,Industrial,Alcantarillado,5109.36,0.00,0.00,3204.10,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,2595.80,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,2288.64,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,1,Acueducto,3179.33,1297.90,1297.90,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,1,Alcantarillado,1824.77,1144.32,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,2,Acueducto,3815.20,1557.48,1557.48,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,2,Alcantarillado,2189.72,1373.18,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,3,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,3,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,4,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,5,Acueducto,9537.99,3893.70,3893.70,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,5,Alcantarillado,5474.31,3432.96,3432.96,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,6,Acueducto,3179.33,4153.28,4153.28,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
La Estrella,Residencial,6,Alcantarillado,5839.26,3661.82,3661.82,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Comercial,Comercial,Acueducto,9537.99,0.00,0.00,3893.70,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Comercial,Comercial,Alcantarillado,5474.31,0.00,0.00,3432.96,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Industrial,Industrial,Acueducto,8266.26,0.00,0.00,3374.54,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Industrial,Industrial,Alcantarillado,4744.40,0.00,0.00,2975.23,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,2595.80,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,2288.64,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,1,Acueducto,2543.46,1038.32,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,1,Alcantarillado,1459.82,915.46,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,2,Acueducto,3815.20,1557.48,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,2,Alcantarillado,2189.72,1373.18,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,3,Acueducto,5563.83,2271.33,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,3,Alcantarillado,3193.35,2002.56,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,4,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,5,Acueducto,9537.99,3893.70,3893.70,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,5,Alcantarillado,5474.31,3432.96,3432.96,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,6,Acueducto,10173.86,4153.28,4153.28,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Medellín,Residencial,6,Alcantarillado,5839.26,3661.82,3661.82,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Comercial,Comercial,Acueducto,9855.92,0.00,0.00,4023.49,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Comercial,Comercial,Alcantarillado,5656.79,0.00,0.00,3547.39,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Industrial,Industrial,Acueducto,9137.39,0.00,0.00,3730.16,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Industrial,Industrial,Alcantarillado,5306.43,0.00,0.00,3327.68,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,2595.80,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,2288.64,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,1,Acueducto,1907.60,778.74,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,1,Alcantarillado,1094.86,686.59,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,2,Acueducto,3815.20,1557.48,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,2,Alcantarillado,2189.72,1373.18,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,3,Acueducto,6167.90,2517.93,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,3,Alcantarillado,3430.57,2151.32,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,4,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,5,Acueducto,9537.99,3893.70,3893.70,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,5,Alcantarillado,5474.31,3432.96,3432.96,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,6,Acueducto,10173.86,4153.28,4153.28,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Sabaneta,Residencial,6,Alcantarillado,5839.26,3661.82,3661.82,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Girardota,Residencial,6,Alcantarillado,5839.26,3661.82,3661.82,0.00,11593.62,9937.39,18218.55,19874.78,2019,Octubre
Barbosa,Comercial,Comercial,Acueducto,9537.99,0.00,0.00,2994.38,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Comercial,Comercial,Alcantarillado,5474.31,0.00,0.00,1977.63,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Industrial,Industrial,Acueducto,9537.99,0.00,0.00,2994.38,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Industrial,Industrial,Alcantarillado,5474.31,0.00,0.00,1977.63,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,1996.25,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,1318.42,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,1,Acueducto,4451.06,1397.38,1996.25,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,1,Alcantarillado,2737.16,988.82,1318.42,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,2,Acueducto,5086.93,1597.00,1996.25,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,2,Alcantarillado,2919.63,1054.74,1318.42,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,3,Acueducto,6358.66,1996.25,1996.25,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,3,Alcantarillado,3649.54,1318.42,1318.42,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,4,Acueducto,6358.66,1996.25,1996.25,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,4,Alcantarillado,3649.54,1318.42,1318.42,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,5,Acueducto,9537.99,2994.38,2994.38,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,5,Alcantarillado,5474.31,1977.63,1977.63,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,6,Acueducto,10173.86,3194.00,3194.00,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Barbosa,Residencial,6,Alcantarillado,5839.26,2109.47,2109.47,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Comercial,Comercial,Acueducto,9855.92,0.00,0.00,4023.49,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Comercial,Comercial,Alcantarillado,5656.79,0.00,0.00,3547.39,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Industrial,Industrial,Acueducto,9537.99,0.00,0.00,3893.70,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Industrial,Industrial,Alcantarillado,5474.31,0.00,0.00,3432.96,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,2595.80,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,2288.64,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,1,Acueducto,2543.46,1038.32,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,1,Alcantarillado,1094.86,686.59,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,2,Acueducto,3815.20,1557.48,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,2,Alcantarillado,2189.72,1373.18,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,3,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,3,Alcantarillado,3284.59,2059.78,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,4,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,5,Acueducto,11445.59,4672.44,4672.44,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,5,Alcantarillado,6569.17,4119.55,4119.55,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,6,Acueducto,11445.59,4672.44,4672.44,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Bello,Residencial,6,Alcantarillado,6569.17,4119.55,4119.55,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Comercial,Comercial,Acueducto,9537.99,0.00,0.00,2887.26,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Comercial,Comercial,Alcantarillado,5474.31,0.00,0.00,1626.45,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Industrial,Industrial,Acueducto,8266.26,0.00,0.00,2502.29,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Industrial,Industrial,Alcantarillado,4744.40,0.00,0.00,1409.59,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,1924.84,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,1084.30,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,1,Acueducto,3433.68,1039.41,1924.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,1,Alcantarillado,2992.62,889.13,1084.30,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,2,Acueducto,5404.86,1636.11,1924.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,2,Alcantarillado,3138.60,932.50,1084.30,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,3,Acueducto,6358.66,1924.84,1924.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,3,Alcantarillado,3503.56,1030.09,1084.30,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,4,Acueducto,6358.66,1924.84,1924.84,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,4,Alcantarillado,3649.54,1084.30,1084.30,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,5,Acueducto,9537.99,2887.26,2887.26,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,5,Alcantarillado,5474.31,1626.45,1626.45,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,6,Acueducto,10173.86,3079.74,3079.74,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Caldas,Residencial,6,Alcantarillado,5839.26,1734.88,1734.88,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Comercial,Comercial,Acueducto,9537.99,0.00,0.00,4316.82,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Comercial,Comercial,Alcantarillado,5474.31,0.00,0.00,3432.96,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Industrial,Industrial,Acueducto,8266.26,0.00,0.00,4316.82,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Industrial,Industrial,Alcantarillado,4744.40,0.00,0.00,2975.23,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,2595.80,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,2288.64,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,1,Acueducto,3179.33,1297.90,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,1,Alcantarillado,1824.77,1144.32,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,2,Acueducto,3942.37,1609.40,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,2,Alcantarillado,2189.72,1373.18,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,3,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,3,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,4,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,5,Acueducto,10364.62,4231.15,4231.15,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,5,Alcantarillado,5474.31,3432.96,3432.96,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,6,Acueducto,12272.21,5009.89,5009.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Copacabana,Residencial,6,Alcantarillado,6459.69,4050.89,4050.89,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Comercial,Comercial,Acueducto,9855.92,0.00,0.00,4023.49,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Comercial,Comercial,Alcantarillado,5656.79,0.00,0.00,3547.39,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Industrial,Industrial,Acueducto,9855.92,0.00,0.00,4023.49,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Industrial,Industrial,Alcantarillado,5474.31,0.00,0.00,3432.96,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,2595.80,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,2288.64,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,1,Acueducto,1907.60,778.74,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,1,Alcantarillado,1094.86,686.59,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,2,Acueducto,3815.20,1557.48,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,2,Alcantarillado,2189.72,1373.18,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,3,Acueducto,6040.73,2466.01,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,3,Alcantarillado,3394.07,2128.44,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,4,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,5,Acueducto,10491.79,4283.07,4283.07,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,5,Alcantarillado,5766.27,3616.05,3616.05,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,6,Acueducto,10936.90,4464.78,4464.78,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Envigado,Residencial,6,Alcantarillado,6058.24,3799.14,3799.14,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Comercial,Comercial,Acueducto,9537.99,0.00,0.00,3893.70,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Comercial,Comercial,Alcantarillado,5474.31,0.00,0.00,3432.96,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Industrial,Industrial,Acueducto,8266.26,0.00,0.00,3374.54,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Industrial,Industrial,Alcantarillado,4744.40,0.00,0.00,2975.23,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,2595.80,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,2288.64,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,1,Acueducto,1907.60,778.74,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,1,Alcantarillado,1094.86,686.59,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,2,Acueducto,3815.20,1557.48,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,2,Alcantarillado,2189.72,1373.18,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,3,Acueducto,5404.86,2206.43,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,3,Alcantarillado,3102.11,1945.34,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,4,Alcantarillado,3649.54,2288.64,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,5,Acueducto,9537.99,3893.70,3893.70,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,5,Alcantarillado,5474.31,3432.96,3432.96,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Girardota,Residencial,6,Acueducto,10173.86,4153.28,4153.28,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Comercial,Comercial,Acueducto,10173.86,0.00,0.00,4153.28,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Comercial,Comercial,Alcantarillado,5474.31,0.00,0.00,3432.96,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Industrial,Industrial,Acueducto,8902.12,0.00,0.00,3634.12,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Industrial,Industrial,Alcantarillado,4744.40,0.00,0.00,2975.23,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Oficial y Exenta,Oficial y Exenta,Acueducto,6358.66,0.00,0.00,2595.80,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Oficial y Exenta,Oficial y Exenta,Alcantarillado,3649.54,0.00,0.00,2288.64,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Residencial,1,Acueducto,3497.26,1427.69,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Residencial,1,Alcantarillado,2007.25,1258.75,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Residencial,2,Acueducto,4133.13,1687.27,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Residencial,2,Alcantarillado,2372.20,1487.62,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Residencial,3,Acueducto,6040.73,2466.01,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Residencial,3,Alcantarillado,3467.06,2174.21,2288.64,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
Itaguí,Residencial,4,Acueducto,6358.66,2595.80,2595.80,0.00,11593.62,9937.39,18218.55,19874.78,2019,Noviembre
